Date,Temperature,Humidity,CH4,CO2,H2S,NH3,pH,RED,GREEN,BLUE
5/17/2025 23:39,32.5,90.3,0.68,355.71,0.86,0.02,10.16,153,0,36
5/17/2025 23:40,32.5,90.5,0.67,350.84,0.83,0.02,10.15,154,0,36
5/17/2025 23:41,32.5,90.7,0.68,363.52,0.83,0.02,10.21,150,0,37
5/17/2025 23:42,32.5,90.8,0.65,396.12,0.87,0.02,10.1,153,0,44
5/17/2025 23:43,32.5,90.9,0.65,378.21,0.82,0.02,10.12,153,0,39
5/17/2025 23:44,32.5,91,0.65,365.52,0.78,0.02,10.09,149,0,34
5/17/2025 23:45,32.5,91.2,0.67,382.11,0.79,0.02,10.14,153,0,46
5/17/2025 23:46,32.5,91.3,0.66,381.27,0.78,0.02,10.16,159,0,34
5/17/2025 23:47,32.5,91.4,0.64,361.41,0.73,0.02,10.2,148,0,27
5/17/2025 23:48,32.5,91.5,0.71,426.58,0.81,0.02,10.03,156,0,50
5/17/2025 23:49,32.5,91.6,0.68,390.83,0.74,0.02,10.14,152,0,40
5/17/2025 23:50,32.5,91.8,0.68,381.27,0.72,0.02,10.16,153,0,47
5/17/2025 23:51,32.5,91.9,0.68,379.47,0.71,0.02,10.15,150,0,40
5/17/2025 23:52,32.5,92,0.67,362.95,0.67,0.02,10.13,150,0,33
5/17/2025 23:53,32.5,92.1,0.7,377.42,0.68,0.02,10.09,150,0,35
5/17/2025 23:54,32.5,92.2,0.71,387.45,0.68,0.02,9.97,153,0,42
5/17/2025 23:55,32.5,92.3,0.71,392.77,0.68,0.02,10.08,150,0,37
5/17/2025 23:56,32.5,92.4,0.7,384.77,0.66,0.02,10,156,0,40
5/17/2025 23:57,32.5,92.4,0.73,424.85,0.69,0.02,9.93,166,0,49
5/17/2025 23:58,32.6,92.5,0.74,436.63,0.7,0.02,10,158,0,47
5/17/2025 23:59,32.6,92.5,0.72,418.3,0.66,0.02,9.92,157,0,39
5/18/2025 0:00,32.6,92.6,0.72,414.46,0.65,0.02,9.9,150,0,41
5/18/2025 0:01,32.6,92.7,0.71,397.27,0.62,0.02,9.99,148,0,33
5/18/2025 0:02,32.6,92.7,0.69,391,0.6,0.02,10.15,153,0,35
5/18/2025 0:03,32.6,92.8,0.74,400.98,0.61,0.02,9.87,143,0,19
5/18/2025 0:04,32.6,92.9,0.71,373.46,0.58,0.02,10.05,145,0,32
5/18/2025 0:05,32.6,92.9,0.78,428.61,0.63,0.03,9.87,149,0,38
5/18/2025 0:06,32.6,93,0.81,443.73,0.64,0.03,9.61,152,0,40
5/18/2025 0:07,32.6,93,0.8,444.1,0.63,0.02,9.69,149,0,38
5/18/2025 0:08,32.6,93,0.8,421.76,0.6,0.03,9.79,140,0,19
5/18/2025 0:09,32.6,93.1,0.78,416.4,0.59,0.03,9.81,142,0,23
5/18/2025 0:10,32.6,93.1,0.82,419.31,0.59,0.03,9.62,134,0,6
5/18/2025 0:11,32.6,93.2,0.82,413.68,0.58,0.02,9.6,144,0,20
5/18/2025 0:12,32.6,93.2,0.82,428.73,0.59,0.02,9.76,147,0,23
5/18/2025 0:13,32.6,93.3,0.82,425.12,0.58,0.02,9.68,141,0,18
5/18/2025 0:14,32.6,93.3,0.82,431.08,0.58,0.02,9.8,143,0,21
5/18/2025 0:15,32.6,93.4,0.85,435.56,0.59,0.02,9.57,141,0,21
5/18/2025 0:16,32.6,93.5,0.79,408.26,0.55,0.02,9.74,135,0,16
5/18/2025 0:17,32.6,93.5,0.79,408.24,0.55,0.02,9.88,133,0,0
5/18/2025 0:18,32.7,93.5,0.82,405.75,0.54,0.02,9.66,132,0,6
5/18/2025 0:19,32.6,93.6,0.82,406.57,0.53,0.02,9.63,130,0,0
5/18/2025 0:20,32.6,93.6,0.89,451.54,0.57,0.02,9.45,143,0,18
5/18/2025 0:21,32.7,93.7,0.83,407.45,0.52,0.02,9.62,134,0,12
5/18/2025 0:22,32.7,93.8,0.86,464.05,0.57,0.02,9.63,149,0,29
5/18/2025 0:23,32.6,93.8,0.82,412.17,0.52,0.02,9.81,137,0,13
5/18/2025 0:24,32.6,93.8,0.83,420.11,0.52,0.02,9.67,138,0,12
5/18/2025 0:25,32.7,93.9,0.79,401.42,0.5,0.02,9.86,136,0,13
5/18/2025 0:26,32.7,93.9,0.83,435.55,0.53,0.02,9.79,142,0,32
5/18/2025 0:27,32.7,94,0.83,419.26,0.51,0.02,9.63,135,0,19
5/18/2025 0:28,32.7,94,0.8,383.86,0.48,0.02,9.76,139,0,14
5/18/2025 0:29,32.7,94.1,0.84,438.55,0.52,0.02,9.53,141,0,26
5/18/2025 0:30,32.7,94.1,0.9,458.8,0.54,0.02,9.54,145,0,31
5/18/2025 0:31,32.7,94.1,0.9,452.93,0.53,0.02,9.5,142,0,33
5/18/2025 0:32,32.7,94.2,0.85,444.07,0.51,0.02,9.65,142,0,29
5/18/2025 0:33,32.7,94.2,0.84,427.52,0.49,0.02,9.72,147,0,27
5/18/2025 0:34,32.7,94.2,0.79,394.96,0.46,0.02,9.84,141,0,18
5/18/2025 0:35,32.7,94.3,0.82,400.95,0.47,0.02,9.75,134,0,14
5/18/2025 0:36,32.7,94.3,0.84,415.64,0.48,0.02,9.69,144,0,28
5/18/2025 0:37,32.7,94.3,0.86,419.78,0.48,0.02,9.61,137,0,21
5/18/2025 0:38,32.7,94.4,0.85,420.54,0.48,0.02,9.73,140,0,25
5/18/2025 0:39,32.7,94.4,0.88,438.72,0.49,0.02,9.89,140,0,29
5/18/2025 0:40,32.7,94.5,0.83,410.67,0.46,0.02,9.77,133,0,10
5/18/2025 0:41,32.7,94.4,0.85,408.79,0.46,0.02,9.71,135,0,11
5/18/2025 0:42,32.7,94.5,0.88,407.87,0.46,0.02,9.58,125,0,2
5/18/2025 0:43,32.7,94.6,0.89,405.23,0.46,0.02,9.63,125,0,0
5/18/2025 0:44,32.7,94.6,0.91,408.09,0.47,0.03,9.5,123,0,0
5/18/2025 0:45,32.7,94.6,0.91,408.2,0.47,0.02,9.6,131,0,6
5/18/2025 0:46,32.7,94.6,0.93,418.77,0.48,0.03,9.67,125,0,3
5/18/2025 0:47,32.7,94.7,0.86,383.2,0.45,0.02,9.83,115,0,0
5/18/2025 0:48,32.7,94.7,0.87,399.55,0.46,0.02,9.63,123,0,0
5/18/2025 0:49,32.7,94.8,0.8,391.41,0.43,0.02,9.9,136,0,22
5/18/2025 0:50,32.7,94.8,0.83,405.06,0.44,0.02,9.87,139,0,32
5/18/2025 0:51,32.7,94.8,0.79,373.66,0.42,0.02,9.76,125,0,2
5/18/2025 0:52,32.7,94.8,0.83,391.04,0.43,0.02,10.4,160,12,60
5/18/2025 0:53,32.7,94.9,0.82,390.86,0.42,0.02,9.76,137,0,33
5/18/2025 0:54,32.7,94.9,0.78,371.8,0.4,0.02,9.97,132,0,15
5/18/2025 0:55,32.7,94.9,0.8,381.87,0.4,0.02,9.89,130,0,23
5/18/2025 0:56,32.7,94.9,0.83,409.31,0.42,0.02,9.8,140,0,30
5/18/2025 0:57,32.7,95,0.85,421.77,0.42,0.02,9.86,148,0,42
5/18/2025 0:58,32.7,95,0.82,393.93,0.41,0.02,9.88,139,0,31
5/18/2025 0:59,32.7,95.1,0.84,401.37,0.41,0.02,9.76,132,0,28
5/18/2025 1:00,32.7,95.1,0.84,380.57,0.4,0.02,9.76,129,0,23
5/18/2025 1:01,32.7,95.1,0.89,400.99,0.41,0.02,9.66,131,0,17
5/18/2025 1:02,32.7,95.1,0.93,405.11,0.42,0.02,9.96,144,0,49
5/18/2025 1:03,32.7,95,0.88,399.8,0.41,0.02,9.84,133,0,27
5/18/2025 1:04,32.7,95.1,0.89,387.19,0.4,0.02,9.38,116,0,0
5/18/2025 1:05,32.7,95.1,0.94,408.15,0.42,0.03,9.38,114,0,0
5/18/2025 1:06,32.7,95.1,0.91,384.75,0.4,0.02,9.63,116,0,0
5/18/2025 1:07,32.7,95.2,0.95,392.5,0.41,0.02,9.73,116,0,0
5/18/2025 1:08,32.7,95.2,0.87,357.79,0.38,0.02,9.83,108,0,0
5/18/2025 1:09,32.7,95.3,0.84,333.54,0.37,0.02,10.32,146,0,47
5/18/2025 1:10,32.7,95.3,0.95,365.55,0.4,0.02,9.66,107,0,0
5/18/2025 1:11,32.7,95.3,0.86,334.79,0.37,0.02,9.79,107,0,0
5/18/2025 1:12,32.7,95.4,0.95,365.92,0.4,0.03,9.61,112,0,0
5/18/2025 1:13,32.7,95.4,0.97,359.64,0.4,0.03,9.47,91,0,0
5/18/2025 1:14,32.7,95.4,1,356.95,0.41,0.03,9.47,95,0,0
5/18/2025 1:15,32.7,95.4,0.93,342,0.39,0.02,9.6,106,0,0
5/18/2025 1:16,32.7,95.5,0.85,325.81,0.37,0.02,9.82,105,0,0
5/18/2025 1:17,32.7,95.5,0.83,304.25,0.35,0.02,9.86,97,0,0
5/18/2025 1:18,32.6,95.5,0.83,296.41,0.35,0.02,10.02,73,0,0
5/18/2025 1:19,32.6,95.6,0.87,316.56,0.37,0.02,9.73,98,0,0
5/18/2025 1:20,32.6,95.6,0.84,312.05,0.36,0.02,9.9,90,0,0
5/18/2025 1:21,32.6,95.6,0.86,305.74,0.36,0.02,9.85,89,0,0
5/18/2025 1:22,32.6,95.7,0.86,307.32,0.36,0.02,9.94,80,0,0
5/18/2025 1:23,32.6,95.7,0.86,303.35,0.36,0.02,9.84,92,0,0
5/18/2025 1:24,32.6,95.7,0.88,325.59,0.38,0.02,9.96,112,0,0
5/18/2025 1:25,32.6,95.7,0.92,335.63,0.38,0.02,9.72,106,0,0
5/18/2025 1:26,32.6,95.8,0.87,315.02,0.36,0.02,10.01,99,0,0
5/18/2025 1:27,32.6,95.8,0.9,325.28,0.37,0.02,9.83,101,0,0
5/18/2025 1:28,32.6,95.8,0.87,311.51,0.36,0.02,10.58,121,0,11
5/18/2025 1:29,32.6,95.9,0.84,285.45,0.35,0.02,9.82,112,0,0
5/18/2025 1:30,32.6,95.9,1.04,418.28,0.44,0.03,9.63,132,0,24
5/18/2025 1:31,32.6,95.9,1.06,460.83,0.45,0.03,9.52,141,0,48
5/18/2025 1:32,32.6,95.9,1.08,482.64,0.46,0.03,9.3,148,0,47
5/18/2025 1:33,32.6,95.8,1.05,482.04,0.45,0.03,9.53,150,0,50
5/18/2025 1:34,32.6,95.8,1.04,489.95,0.45,0.03,9.42,148,0,45
5/18/2025 1:35,32.7,95.8,1.08,501.47,0.46,0.03,9.25,147,0,50
5/18/2025 1:36,32.7,95.8,1.11,525.95,0.47,0.03,9.22,146,0,54
5/18/2025 1:37,32.7,95.7,1.1,531.51,0.47,0.03,9.19,146,0,57
5/18/2025 1:38,32.7,95.7,1.12,534.62,0.47,0.03,9.07,143,0,55
5/18/2025 1:39,32.7,95.6,1.11,527.33,0.47,0.03,9.37,149,11,59
5/18/2025 1:40,32.7,95.6,1.04,510.28,0.45,0.03,9.36,150,13,59
5/18/2025 1:41,32.7,95.6,0.98,493.4,0.43,0.03,9.62,152,16,68
5/18/2025 1:42,32.7,95.6,0.96,489.43,0.42,0.02,9.64,153,22,66
5/18/2025 1:43,32.7,95.6,1,501.44,0.43,0.03,9.41,149,12,66
5/18/2025 1:44,32.7,95.6,1.06,517.7,0.45,0.03,9.28,148,5,59
5/18/2025 1:45,32.7,95.6,1.02,508.48,0.44,0.03,9.42,155,15,64
5/18/2025 1:46,32.7,95.5,1.02,507.89,0.44,0.03,9.45,152,14,67
5/18/2025 1:47,32.8,95.5,1.03,510.29,0.44,0.03,9.36,151,15,66
5/18/2025 1:48,32.7,95.5,1.03,508.55,0.43,0.03,9.44,151,13,62
5/18/2025 1:49,32.8,95.5,1.09,519.93,0.45,0.03,9.39,151,18,71
5/18/2025 1:50,32.8,95.5,1.08,526.65,0.45,0.03,9.23,147,7,63
5/18/2025 1:51,32.7,95.5,1.08,527.27,0.45,0.03,9.11,146,2,53
5/18/2025 1:52,32.7,95.5,1.08,527.85,0.46,0.03,9.14,151,11,58
5/18/2025 1:53,32.8,95.5,1.07,528.48,0.45,0.03,9.09,148,8,63
5/18/2025 1:54,32.8,95.5,1.11,536.51,0.46,0.03,9.09,147,7,59
5/18/2025 1:55,32.8,95.5,1.08,530.4,0.46,0.03,9.45,151,15,64
5/18/2025 1:56,32.7,95.5,1.09,534.97,0.46,0.03,9.41,152,20,70
5/18/2025 1:57,32.7,95.5,1,512.64,0.43,0.03,9.48,155,23,74
5/18/2025 1:58,32.7,95.5,1.05,528.41,0.44,0.03,9.29,152,16,68
5/18/2025 1:59,32.7,95.5,1.07,535.86,0.45,0.03,9.21,151,17,66
5/18/2025 2:00,32.7,95.5,1.12,543.08,0.46,0.03,8.66,140,0,51
5/18/2025 2:01,32.7,95.5,1.1,532.18,0.45,0.03,9.18,150,13,67
5/18/2025 2:02,32.7,95.5,1.07,530.3,0.44,0.03,9.17,151,17,72
5/18/2025 2:03,32.8,95.5,1.13,555.77,0.46,0.03,9.02,147,5,56
5/18/2025 2:04,32.7,95.5,1.15,572.23,0.46,0.03,9.04,145,5,61
5/18/2025 2:05,32.8,95.5,1.22,559.15,0.48,0.04,8.82,142,0,47
5/18/2025 2:06,32.7,95.5,1.33,603.53,0.51,0.04,8.17,134,0,39
5/18/2025 2:07,32.8,95.5,1.16,563.71,0.47,0.03,9.1,148,14,65
5/18/2025 2:08,32.8,95.5,1.27,601.26,0.5,0.05,9.04,150,15,72
5/18/2025 2:09,32.8,95.6,1.05,547.26,0.44,0.03,9.29,154,28,76
5/18/2025 2:10,32.8,95.5,1.1,555.72,0.44,0.04,9.28,154,27,73
5/18/2025 2:11,32.8,95.6,1.28,599.53,0.49,0.05,8.86,148,11,64
5/18/2025 2:12,32.8,95.5,1.1,556.07,0.45,0.04,9.1,152,21,70
5/18/2025 2:13,32.8,95.6,1.1,566.86,0.44,0.04,9.24,159,23,74
5/18/2025 2:14,32.7,95.6,1.19,580.29,0.47,0.04,8.89,148,16,71
5/18/2025 2:15,32.7,95.6,1.23,590.61,0.47,0.04,8.7,149,10,57
5/18/2025 2:16,32.8,95.6,1.23,598.48,0.48,0.04,8.9,149,20,66
5/18/2025 2:17,32.7,95.6,1.25,611.63,0.48,0.04,8.55,144,0,51
5/18/2025 2:18,32.7,95.6,1.24,611.92,0.48,0.04,9.06,149,18,66
5/18/2025 2:19,32.7,95.6,1.3,619.17,0.49,0.04,8.74,145,9,64
5/18/2025 2:20,32.8,95.6,1.28,619.33,0.48,0.04,8.72,144,12,63
5/18/2025 2:21,32.7,95.7,1.27,616.28,0.49,0.04,8.71,145,13,64
5/18/2025 2:22,32.7,95.6,1.26,600.59,0.48,0.04,8.77,149,13,61
5/18/2025 2:23,32.7,95.6,1.27,607.6,0.48,0.04,8.79,146,11,69
5/18/2025 2:24,32.7,95.7,1.28,619.2,0.48,0.04,8.61,148,8,60
5/18/2025 2:25,32.7,95.7,1.3,624.97,0.49,0.04,8.78,147,15,67
5/18/2025 2:26,32.7,95.7,1.28,630.21,0.48,0.04,8.73,150,18,64
5/18/2025 2:27,32.7,95.7,1.27,639.26,0.48,0.04,8.66,144,12,67
5/18/2025 2:28,32.7,95.7,1.25,615.65,0.48,0.04,8.94,152,29,78
5/18/2025 2:29,32.7,95.7,1.28,623.71,0.48,0.05,9.28,156,37,81
5/18/2025 2:30,32.7,95.6,1.12,574.21,0.44,0.04,9.1,156,32,76
5/18/2025 2:31,32.7,95.7,1.1,572.18,0.43,0.04,9.08,152,35,76
5/18/2025 2:32,32.7,95.6,1.22,605.35,0.46,0.04,8.98,151,28,79
5/18/2025 2:33,32.7,95.7,1.21,606.1,0.46,0.04,8.83,148,25,77
5/18/2025 2:34,32.7,95.7,1.25,606.78,0.47,0.04,8.73,146,19,68
5/18/2025 2:35,32.7,95.7,1.06,554.93,0.42,0.04,9.51,159,49,93
5/18/2025 2:36,32.7,95.7,1.13,567.5,0.44,0.03,9.25,154,38,84
5/18/2025 2:37,32.7,95.7,1.05,547.37,0.41,0.03,9.52,156,44,83
5/18/2025 2:38,32.7,95.7,1.03,547.27,0.41,0.03,9.4,158,49,87
5/18/2025 2:39,32.7,95.7,1.03,543.43,0.41,0.03,9.34,159,44,86
5/18/2025 2:40,32.7,95.7,1.04,557,0.41,0.03,9.55,166,58,97
5/18/2025 2:41,32.7,95.8,1.08,578.24,0.42,0.03,9.18,158,47,91
5/18/2025 2:42,32.7,95.7,1.19,609.68,0.45,0.04,8.86,151,35,77
5/18/2025 2:43,32.7,95.7,1.18,605.62,0.45,0.04,8.83,156,32,82
5/18/2025 2:44,32.7,95.7,1.06,572.99,0.42,0.03,9.51,163,62,97
5/18/2025 2:45,32.7,95.7,1.13,596.04,0.43,0.03,9.52,170,62,106
5/18/2025 2:46,32.7,95.8,1.03,576.85,0.41,0.03,9.41,161,60,96
5/18/2025 2:47,32.7,95.7,1.26,642.45,0.46,0.04,8.68,148,28,79
5/18/2025 2:48,32.7,95.7,1.21,635.74,0.45,0.04,8.62,148,31,82
5/18/2025 2:49,32.7,95.7,1.22,632.61,0.46,0.04,8.82,155,34,79
5/18/2025 2:50,32.7,95.8,1.08,587.73,0.42,0.03,9.29,158,51,95
5/18/2025 2:51,32.7,95.7,0.96,556.94,0.38,0.02,9.71,167,64,102
5/18/2025 2:52,32.7,95.7,0.89,531.51,0.37,0.02,9.84,166,68,105
5/18/2025 2:53,32.7,95.7,0.86,529.02,0.36,0.02,9.87,174,66,106
5/18/2025 2:54,32.7,95.7,0.85,506.74,0.35,0.02,9.88,167,70,107
5/18/2025 2:55,32.7,95.7,0.86,520.5,0.35,0.02,9.87,171,66,107
5/18/2025 2:56,32.7,95.7,0.86,524.74,0.35,0.02,9.81,166,65,109
5/18/2025 2:57,32.7,95.7,0.86,515.03,0.35,0.02,9.82,167,68,105
5/18/2025 2:58,32.7,95.7,0.85,522.32,0.35,0.02,9.85,165,67,105
5/18/2025 2:59,32.7,95.7,0.85,520.46,0.35,0.02,9.84,165,67,104
5/18/2025 3:00,32.7,95.7,0.85,525.33,0.35,0.02,9.84,173,65,105
5/18/2025 3:01,32.7,95.7,0.85,524.13,0.35,0.02,9.81,167,63,104
5/18/2025 3:02,32.7,95.7,0.85,519.86,0.35,0.02,9.84,168,68,104
5/18/2025 3:03,32.7,95.7,0.87,513.84,0.35,0.02,9.76,161,58,100
5/18/2025 3:04,32.7,95.6,0.88,513.24,0.35,0.02,9.73,161,57,100
5/18/2025 3:05,32.7,95.7,0.88,527.81,0.35,0.02,9.74,166,57,97
5/18/2025 3:06,32.7,95.7,0.89,524.73,0.36,0.02,9.75,166,58,98
5/18/2025 3:07,32.8,95.6,0.88,521.07,0.35,0.02,9.76,161,58,100
5/18/2025 3:08,32.7,95.7,0.88,519.25,0.35,0.02,9.74,161,62,97
5/18/2025 3:09,32.8,95.6,0.88,521.07,0.36,0.02,9.76,161,59,97
5/18/2025 3:10,32.7,95.7,0.89,516.84,0.36,0.02,9.69,161,62,97
5/18/2025 3:11,32.7,95.6,0.9,516.23,0.36,0.02,9.69,160,59,95
5/18/2025 3:12,32.8,95.7,0.92,520.46,0.36,0.02,9.57,158,57,93
5/18/2025 3:13,32.7,95.6,0.93,521.06,0.37,0.02,9.55,158,56,92
5/18/2025 3:14,32.7,95.6,0.97,530.88,0.37,0.02,9.42,156,49,93
5/18/2025 3:15,32.7,95.6,1.05,552.39,0.39,0.03,9.24,153,45,88
5/18/2025 3:16,32.7,95.6,1.15,572.87,0.42,0.03,8.85,145,29,72
5/18/2025 3:17,32.7,95.7,0.88,500.28,0.35,0.02,9.85,162,62,103
5/18/2025 3:18,32.7,95.7,0.85,497.38,0.34,0.02,9.92,163,59,104
5/18/2025 3:19,32.7,95.7,0.83,491.63,0.34,0.02,9.94,164,65,106
5/18/2025 3:20,32.7,95.6,0.82,491.63,0.33,0.02,9.96,164,62,103
5/18/2025 3:21,32.7,95.6,0.82,491.63,0.33,0.02,9.94,164,69,103
5/18/2025 3:22,32.7,95.6,0.82,497.37,0.33,0.02,9.96,164,62,106
5/18/2025 3:23,32.7,95.6,0.81,485.96,0.33,0.02,9.97,164,71,104
5/18/2025 3:24,32.7,95.6,0.81,485.96,0.33,0.02,9.95,164,61,102
5/18/2025 3:25,32.7,95.6,0.82,482.04,0.33,0.02,9.94,167,65,103
5/18/2025 3:26,32.7,95.6,0.82,484.28,0.33,0.02,9.96,168,65,104
5/18/2025 3:27,32.7,95.6,0.81,485.96,0.32,0.02,9.97,168,63,107
5/18/2025 3:28,32.7,95.6,0.81,500.86,0.32,0.02,9.98,169,66,104
5/18/2025 3:29,32.7,95.6,0.81,496.8,0.32,0.02,10,165,68,108
5/18/2025 3:30,32.7,95.6,0.8,489.36,0.32,0.02,10,165,67,105
5/18/2025 3:31,32.7,95.6,0.8,489.36,0.32,0.02,10.01,165,64,108
5/18/2025 3:32,32.7,95.6,0.8,481.48,0.32,0.02,10,165,72,105
5/18/2025 3:33,32.7,95.6,0.8,492.21,0.32,0.02,10.01,169,64,105
5/18/2025 3:34,32.7,95.6,0.8,487.1,0.32,0.02,10.01,169,64,108
5/18/2025 3:35,32.7,95.6,0.8,480.93,0.32,0.02,10.06,169,66,106
5/18/2025 3:36,32.7,95.5,0.8,468.83,0.32,0.02,10.03,169,65,106
5/18/2025 3:37,32.7,95.6,0.79,453.9,0.32,0.02,10.42,165,65,109
5/18/2025 3:38,32.7,95.6,0.79,461.84,0.31,0.02,10.08,165,73,106
5/18/2025 3:39,32.7,95.6,0.79,467.21,0.32,0.02,10.01,168,69,105
5/18/2025 3:40,32.7,95.5,0.8,473.19,0.32,0.02,9.96,164,70,103
5/18/2025 3:41,32.7,95.6,0.82,480.37,0.32,0.02,9.89,166,59,102
5/18/2025 3:42,32.7,95.6,0.84,483.17,0.33,0.02,9.88,162,64,105
5/18/2025 3:43,32.7,95.6,0.84,483.16,0.33,0.02,9.88,161,59,100
5/18/2025 3:44,32.7,95.6,0.84,487.1,0.33,0.02,9.89,162,59,104
5/18/2025 3:45,32.7,95.6,0.84,481.54,0.33,0.02,9.89,169,58,100
5/18/2025 3:46,32.7,95.6,0.85,493,0.33,0.02,9.86,161,66,100
5/18/2025 3:47,32.7,95.6,0.84,496,0.33,0.02,9.86,162,64,104
5/18/2025 3:48,32.7,95.5,0.83,482.21,0.32,0.02,9.91,162,60,101
5/18/2025 3:49,32.7,95.6,0.83,461.86,0.32,0.02,9.95,163,64,101
5/18/2025 3:50,32.7,95.5,0.82,458.64,0.32,0.02,9.98,163,68,101
5/18/2025 3:51,32.7,95.6,0.81,453.37,0.32,0.02,10.01,163,67,102
5/18/2025 3:52,32.7,95.6,0.8,453.37,0.31,0.02,10.01,170,61,102
5/18/2025 3:53,32.7,95.6,0.8,453.37,0.31,0.02,10.04,166,62,103
5/18/2025 3:54,32.7,95.6,0.8,444.06,0.31,0.02,10.02,163,64,102
5/18/2025 3:55,32.7,95.6,0.81,445.09,0.31,0.02,9.99,163,65,106
5/18/2025 3:56,32.7,95.6,0.81,442.02,0.31,0.02,9.97,167,64,102
5/18/2025 3:57,32.7,95.6,0.81,445.1,0.31,0.02,9.99,162,67,101
5/18/2025 3:58,32.7,95.6,0.81,446.63,0.31,0.02,9.99,163,65,102
5/18/2025 3:59,32.7,95.6,0.82,449.21,0.31,0.02,9.95,162,64,102
5/18/2025 4:00,32.7,95.6,0.81,407.84,0.31,0.02,9.98,163,65,102
5/18/2025 4:01,32.7,95.6,0.82,393.27,0.31,0.02,9.97,163,65,106
5/18/2025 4:02,70,95.6,0.82,403.66,0.31,0.02,9.96,166,63,101
5/18/2025 4:03,32.7,95.6,0.83,397.23,0.31,0.02,9.94,162,68,101
5/18/2025 4:04,32.7,95.6,0.84,393.78,0.32,0.02,9.93,163,63,101
5/18/2025 4:05,32.7,95.5,0.85,370.9,0.32,0.02,9.9,161,61,100
5/18/2025 4:06,32.7,95.5,0.85,361.3,0.32,0.02,9.82,163,56,98
5/18/2025 4:07,32.7,95.6,0.88,358.82,0.33,0.02,9.82,165,56,98
5/18/2025 4:08,32.7,95.6,0.88,389.57,0.33,0.02,9.82,163,55,97
5/18/2025 4:09,32.7,95.6,0.9,390.47,0.33,0.02,9.72,160,57,96
5/18/2025 4:10,32.7,95.6,0.87,381.71,0.33,0.02,9.88,168,57,99
5/18/2025 4:11,32.7,95.6,0.86,372.61,0.32,0.02,9.86,160,61,101
5/18/2025 4:12,32.7,95.6,0.88,360.89,0.33,0.02,9.86,160,61,101
5/18/2025 4:13,32.7,95.6,0.88,382.93,0.33,0.02,9.8,159,63,98
5/18/2025 4:14,32.7,95.6,0.89,386.45,0.33,0.02,9.78,163,54,97
5/18/2025 4:15,32.7,95.6,0.88,401.36,0.33,0.02,9.85,164,59,98
5/18/2025 4:16,32.7,95.6,0.9,404.11,0.33,0.02,9.77,159,58,99
5/18/2025 4:17,32.7,95.6,0.91,374.68,0.33,0.02,9.75,163,56,96
5/18/2025 4:18,32.7,95.6,0.94,369.19,0.34,0.02,9.67,157,58,94
5/18/2025 4:19,32.7,95.6,0.94,375.58,0.34,0.02,9.71,162,51,95
5/18/2025 4:20,32.7,95.7,0.97,413.49,0.35,0.02,9.61,160,49,96
5/18/2025 4:21,32.7,95.7,0.93,465.06,0.34,0.02,9.7,165,52,95
5/18/2025 4:22,32.7,95.7,0.94,472.11,0.34,0.02,9.78,163,56,96
5/18/2025 4:23,32.7,95.6,0.94,490.81,0.34,0.02,9.65,157,57,93
5/18/2025 4:24,32.7,95.7,0.99,519.7,0.35,0.02,9.48,157,45,89
