Date,Temperature,Humidity,CH4,CO2,H2S,NH3,pH,RED,GREEN,BLUE,Temp_x_Humidity,CO2_x_CH4,NH3_x_H2S,CO2_per_CH4,NH3_per_H2S,log_CO2,log_CH4,log_H2S,log_NH3,Temperature2,Humidity2,hour,minute,roll_mean_CO2,roll_mean_CH4,is_acid,is_base,is_neutral,rgb_to_white,Grayscale,Hue,delta_CO2,delta_RED
2025-05-17 23:45:00,32.5,91.2,0.67,382.11,0.79,0.02,10.14,153.0,0.0,46.0,2964.0,256.01370000000003,0.0158,570.3125816230124,0.025316423650096644,5.94832215421114,0.5128236264286639,0.5822156198526637,0.019802627296179712,1056.25,8317.44,23,45,377.096,0.6599999999999999,0,1,0,345.12316642033755,50.991,341.96078431372547,16.590000000000032,4.0
2025-05-17 23:46:00,32.5,91.3,0.66,381.27,0.78,0.02,10.16,159.0,0.0,34.0,2967.25,251.6382,0.015600000000000001,577.6809429076621,0.02564099276795799,5.946127165219376,0.5068176023684519,0.5766133643039938,0.019802627296179712,1056.25,8335.689999999999,23,46,380.646,0.656,0,1,0,350.8304433768541,51.416999999999994,347.1698113207547,-0.8400000000000318,6.0
2025-05-17 23:47:00,32.5,91.4,0.64,361.41,0.73,0.02,10.2,148.0,0.0,27.0,2970.5,231.30240000000003,0.0146,564.7022426527459,0.02739722274353049,5.892776167607106,0.49469624183610705,0.5481214085096876,0.019802627296179712,1056.25,8353.960000000001,23,47,373.704,0.654,0,1,0,358.4103793139925,47.33,349.05405405405406,-19.859999999999957,-11.0
2025-05-17 23:48:00,32.5,91.5,0.71,426.58,0.81,0.02,10.03,156.0,0.0,50.0,2973.75,302.87179999999995,0.016200000000000003,600.8160551886547,0.024691327541570933,6.058141405372262,0.5364933705145685,0.5933268452777344,0.019802627296179712,1056.25,8372.25,23,48,383.37800000000004,0.666,0,1,0,341.83475540091007,52.344,340.7692307692308,65.16999999999996,8.0
2025-05-17 23:49:00,32.5,91.6,0.68,390.83,0.74,0.02,10.14,152.0,0.0,40.0,2977.0,265.7644,0.0148,574.7491547806546,0.027026990504066886,5.9708280722575395,0.5187937934151675,0.5538851132264376,0.019802627296179712,1056.25,8390.56,23,49,388.44,0.672,0,1,0,349.08308466610066,50.008,344.2105263157895,-35.75,-4.0
2025-05-17 23:50:00,32.5,91.8,0.68,381.27,0.72,0.02,10.16,153.0,0.0,47.0,2983.5,259.2636,0.0144,560.690351925953,0.027777739197584448,5.946127165219376,0.5187937934151675,0.5423242908253617,0.019802627296179712,1056.25,8427.24,23,50,388.272,0.674,0,1,0,344.5185045828453,51.105000000000004,341.5686274509804,-9.560000000000002,1.0
2025-05-17 23:51:00,32.5,91.9,0.68,379.47,0.71,0.02,10.15,150.0,0.0,40.0,2986.75,258.03960000000006,0.014199999999999999,558.0432969951514,0.028168974409895197,5.941407330566611,0.5187937934151675,0.5364933705145685,0.019802627296179712,1056.25,8445.61,23,51,387.912,0.678,0,1,0,349.67842369811723,49.410000000000004,344.0,-1.7999999999999545,-3.0
2025-05-17 23:52:00,32.5,92.0,0.67,362.95,0.67,0.02,10.13,150.0,0.0,33.0,2990.0,243.1765,0.0134,541.7156093796874,0.029850701715370572,5.897016495564267,0.5128236264286639,0.5128236264286639,0.019802627296179712,1056.25,8464.0,23,52,388.22,0.6839999999999999,0,1,0,354.0254228159328,48.612,346.8,-16.52000000000004,0.0
2025-05-17 23:53:00,32.5,92.1,0.7,377.42,0.68,0.02,10.09,150.0,0.0,35.0,2993.25,264.194,0.013600000000000001,539.170658327631,0.0294117214533508,5.936004689903615,0.5306282510621704,0.5187937934151675,0.019802627296179712,1056.25,8482.41,23,53,378.38800000000003,0.682,0,1,0,352.7747156472527,48.84,346.0,14.470000000000027,0.0
2025-05-17 23:54:00,32.5,92.2,0.71,387.45,0.68,0.02,9.97,153.0,0.0,42.0,2996.5,275.0895,0.013600000000000001,545.7034567556947,0.0294117214533508,5.96216446139643,0.5364933705145685,0.5187937934151675,0.019802627296179712,1056.25,8500.84,23,54,377.712,0.6880000000000001,0,1,0,347.5600667510582,50.535,343.52941176470586,10.029999999999973,3.0
2025-05-17 23:55:00,32.5,92.3,0.71,392.77,0.68,0.02,10.08,150.0,0.0,37.0,2999.75,278.8667,0.013600000000000001,553.1964039487268,0.0294117214533508,5.975766982500683,0.5364933705145685,0.5187937934151675,0.019802627296179712,1056.25,8519.289999999999,23,55,380.012,0.6940000000000001,0,1,0,351.53093747208084,49.068,345.2,5.319999999999993,-3.0
2025-05-17 23:56:00,32.5,92.4,0.7,384.77,0.66,0.02,10.0,156.0,0.0,40.0,3003.0,269.33899999999994,0.013200000000000002,549.6706433276523,0.03030298438941759,5.955241336950457,0.5306282510621704,0.5068176023684519,0.019802627296179712,1056.25,8537.76,23,56,381.072,0.698,0,1,0,347.9238422413733,51.204,344.61538461538464,-8.0,6.0
2025-05-17 23:57:00,32.5,92.4,0.73,424.85,0.69,0.02,9.93,166.0,0.0,49.0,3003.0,310.14050000000003,0.0138,581.9855041294464,0.028985465238456177,6.05408717158709,0.5481214085096876,0.5247285289349821,0.019802627296179712,1056.25,8537.76,23,57,393.452,0.71,0,1,0,339.67926047964716,55.22,342.28915662650604,40.08000000000004,10.0
2025-05-17 23:58:00,32.6,92.5,0.74,436.63,0.7,0.02,10.0,158.0,0.0,47.0,3015.5,323.1062,0.013999999999999999,590.0397431895362,0.02857138775516035,6.081373804516616,0.5538851132264376,0.5306282510621704,0.019802627296179712,1062.76,8556.25,23,58,405.294,0.718,0,1,0,343.0714211355997,52.599999999999994,342.1518987341772,11.779999999999973,-8.0
2025-05-17 23:59:00,32.6,92.5,0.72,418.3,0.66,0.02,9.92,157.0,0.0,39.0,3015.5,301.176,0.013200000000000002,580.9714153174788,0.03030298438941759,6.038586654176717,0.5423242908253617,0.5068176023684519,0.019802627296179712,1062.76,8556.25,23,59,411.46400000000006,0.72,0,1,0,348.25996037443065,51.388999999999996,345.09554140127386,-18.329999999999984,-1.0
2025-05-18 00:00:00,32.6,92.6,0.72,414.46,0.65,0.02,9.9,150.0,0.0,41.0,3018.7599999999998,298.41119999999995,0.013000000000000001,575.6380893915425,0.030769183432025487,6.029386340106538,0.5423242908253617,0.5007752879124893,0.019802627296179712,1062.76,8574.759999999998,0,0,415.802,0.722,0,1,0,349.0644639604553,49.524,343.6,-3.840000000000032,-7.0
2025-05-18 00:01:00,32.6,92.7,0.71,397.27,0.62,0.02,9.99,148.0,0.0,33.0,3022.0200000000004,282.0617,0.0124,559.5344231909532,0.03225801248707663,5.987130167240427,0.5364933705145685,0.4824261492442927,0.019802627296179712,1062.76,8593.29,0,1,418.302,0.724,0,1,0,354.62374426989516,48.013999999999996,346.6216216216216,-17.189999999999998,-2.0
2025-05-18 00:02:00,32.6,92.7,0.69,391.0,0.6,0.02,10.15,153.0,0.0,35.0,3022.0200000000004,269.78999999999996,0.012,566.6658454118183,0.033333277777870374,5.971261839790462,0.5247285289349821,0.4700036292457356,0.019802627296179712,1062.76,8593.29,0,2,411.532,0.716,0,1,0,351.8934497827432,49.737,346.27450980392155,-6.269999999999982,5.0
2025-05-18 00:03:00,32.6,92.8,0.74,400.98,0.61,0.02,9.87,143.0,0.0,19.0,3025.28,296.72520000000003,0.0122,541.8641326160371,0.03278683149699754,5.9964023361376055,0.5538851132264376,0.4762341789963716,0.019802627296179712,1062.76,8611.84,0,3,404.402,0.716,0,1,0,365.05479040823445,44.922999999999995,352.02797202797206,9.980000000000018,-10.0
2025-05-18 00:04:00,32.6,92.9,0.71,373.46,0.58,0.02,10.05,145.0,0.0,32.0,3028.5400000000004,265.15659999999997,0.0116,525.999259155973,0.034482699167760054,5.925484988174007,0.5364933705145685,0.4574248470388754,0.019802627296179712,1062.76,8630.410000000002,0,4,395.434,0.714,0,1,0,356.16569177841933,47.003,346.7586206896552,-27.52000000000004,2.0
2025-05-18 00:05:00,32.6,92.9,0.78,428.61,0.63,0.03,9.87,149.0,0.0,38.0,3028.5400000000004,334.3158,0.0189,549.4992955137237,0.04761897203337772,6.062877820391151,0.5766133643039938,0.48858001481867097,0.0295588022415444,1062.76,8630.410000000002,0,5,398.264,0.726,0,1,0,351.21218657671886,48.882999999999996,344.6979865771812,55.150000000000034,4.0
2025-05-18 00:06:00,32.6,93.0,0.81,443.73,0.64,0.03,9.61,152.0,0.0,40.0,3031.8,359.42130000000003,0.0192,547.8141385010636,0.046874926757926934,6.09746735645105,0.5933268452777344,0.49469624183610705,0.0295588022415444,1062.76,8649.0,0,6,407.55600000000004,0.746,0,1,0,349.08308466610066,50.008,344.2105263157895,15.120000000000005,3.0
2025-05-18 00:07:00,32.6,93.0,0.8,444.1,0.63,0.02,9.69,149.0,0.0,38.0,3031.8,355.28000000000003,0.0126,555.1243060946174,0.03174598135558515,6.098298976021809,0.5877866649021191,0.48858001481867097,0.019802627296179712,1062.76,8649.0,0,7,418.17600000000004,0.768,0,1,0,351.21218657671886,48.882999999999996,344.6979865771812,0.37000000000000455,-3.0
2025-05-18 00:08:00,32.6,93.0,0.8,421.76,0.6,0.03,9.79,140.0,0.0,19.0,3031.8,337.408,0.018,527.1993410008237,0.049999916666805554,6.046804642141146,0.5877866649021191,0.4700036292457356,0.0295588022415444,1062.76,8649.0,0,8,422.332,0.78,0,1,0,365.9863385428478,44.025999999999996,351.85714285714283,-22.340000000000032,-9.0
2025-05-18 00:09:00,32.6,93.1,0.78,416.4,0.59,0.03,9.81,142.0,0.0,23.0,3035.06,324.792,0.017699999999999997,533.8454694288853,0.05084737144513314,6.0340449946431,0.5766133643039938,0.4637340162321401,0.0295588022415444,1062.76,8667.609999999999,0,9,430.91999999999996,0.794,0,1,0,362.79195139914555,45.08,350.28169014084506,-5.360000000000014,2.0
2025-05-18 00:11:00,32.6,93.2,0.82,413.68,0.58,0.02,9.6,144.0,0.0,20.0,3038.32,339.2176,0.0116,504.48718964976877,0.034482699167760054,6.0275071384549115,0.598836501088704,0.4574248470388754,0.019802627296179712,1062.76,8686.24,0,11,427.934,0.8019999999999999,0,1,0,364.1030074031249,45.336,351.6666666666667,-2.7199999999999704,2.0
2025-05-18 00:12:00,32.6,93.2,0.82,428.73,0.59,0.02,9.76,147.0,0.0,23.0,3038.32,351.5586,0.0118,522.840825803871,0.033898247630088765,6.063157104494718,0.598836501088704,0.4637340162321401,0.019802627296179712,1062.76,8686.24,0,12,424.934,0.8039999999999999,0,1,0,361.2658301029866,46.574999999999996,350.61224489795916,15.050000000000011,3.0
2025-05-18 00:13:00,32.6,93.3,0.82,425.12,0.58,0.02,9.68,141.0,0.0,18.0,3041.58,348.59839999999997,0.0116,518.4383921483022,0.034482699167760054,6.054720996742997,0.598836501088704,0.4574248470388754,0.019802627296179712,1062.76,8704.89,0,13,421.13800000000003,0.808,0,1,0,366.3195326487519,44.211,352.3404255319149,-3.6100000000000136,-6.0
2025-05-18 00:14:00,32.6,93.3,0.82,431.08,0.58,0.02,9.8,143.0,0.0,21.0,3041.58,353.4856,0.0116,525.7066759674683,0.034482699167760054,6.068610756284635,0.598836501088704,0.4574248470388754,0.019802627296179712,1062.76,8704.89,0,14,423.00200000000007,0.8119999999999999,0,1,0,363.7650340535769,45.150999999999996,351.1888111888112,5.9599999999999795,2.0
2025-05-18 00:15:00,32.6,93.4,0.85,435.56,0.59,0.02,9.57,141.0,0.0,21.0,3044.84,370.226,0.0118,512.4229265612629,0.033898247630088765,6.078925822877976,0.6151856390902334,0.4637340162321401,0.019802627296179712,1062.76,8723.560000000001,0,15,426.834,0.826,0,1,0,364.38578457453576,44.553,351.06382978723406,4.480000000000018,-2.0
2025-05-18 00:20:00,32.6,93.6,0.89,451.54,0.57,0.02,9.45,143.0,0.0,18.0,3051.36,401.8706,0.011399999999999999,507.347744553096,0.035087657740951336,6.114876157023182,0.636576829071551,0.4510756193602166,0.019802627296179712,1062.76,8760.96,0,20,434.40600000000006,0.8399999999999999,0,1,0,365.7020645279433,44.809,352.4475524475524,15.980000000000018,2.0
2025-05-18 00:22:00,32.7,93.8,0.86,464.05,0.57,0.02,9.63,149.0,0.0,29.0,3067.26,399.083,0.011399999999999999,539.5923958227955,0.035087657740951336,6.142144926688476,0.6205764877251099,0.4510756193602166,0.019802627296179712,1069.2900000000002,8798.439999999999,0,22,441.46999999999997,0.8480000000000001,0,1,0,356.84310277767736,47.85699999999999,348.32214765100673,12.509999999999991,6.0
2025-05-18 00:26:00,32.7,93.9,0.83,435.55,0.53,0.02,9.79,142.0,0.0,32.0,3070.5300000000007,361.5065,0.0106,524.7584039055375,0.03773577785702291,6.0789029162568164,0.6043159668533294,0.4252677354043441,0.019802627296179712,1069.2900000000002,8817.210000000001,0,26,443.5559999999999,0.85,0,1,0,357.10362641675874,46.106,346.4788732394366,-28.5,-7.0
2025-05-18 00:27:00,32.7,94.0,0.83,419.26,0.51,0.02,9.63,135.0,0.0,19.0,3073.8,347.9858,0.0102,505.1319215278054,0.039215609381158076,6.040873567365525,0.6043159668533294,0.412109650826833,0.019802627296179712,1069.2900000000002,8836.0,0,27,441.192,0.852,0,1,0,367.5880846817535,42.53099999999999,351.55555555555554,-16.29000000000002,-7.0
2025-05-18 00:29:00,32.7,94.1,0.84,438.55,0.52,0.02,9.53,141.0,0.0,26.0,3077.07,368.382,0.010400000000000001,522.0827118062955,0.038461464497183656,6.085751476297188,0.6097655716208943,0.41871033485818504,0.019802627296179712,1069.2900000000002,8854.81,0,29,441.7900000000001,0.85,0,1,0,361.19523806384825,45.123,348.93617021276594,19.29000000000002,6.0
2025-05-18 00:30:00,32.7,94.1,0.9,458.8,0.54,0.02,9.54,145.0,0.0,31.0,3077.07,412.92,0.0108,509.77721135865403,0.037036968450058425,6.130791612329081,0.6418538861723948,0.43178241642553783,0.019802627296179712,1069.2900000000002,8854.81,0,30,443.242,0.852,0,1,0,356.79265687511,46.888999999999996,347.17241379310343,20.25,4.0
2025-05-18 00:31:00,32.7,94.1,0.9,452.93,0.53,0.02,9.5,142.0,0.0,33.0,3077.07,407.637,0.0106,503.25499638333736,0.03773577785702291,6.117943001131589,0.6418538861723948,0.4252677354043441,0.019802627296179712,1069.2900000000002,8854.81,0,31,441.01800000000003,0.86,0,1,0,356.48001346499075,46.22,346.056338028169,-5.8700000000000045,-3.0
2025-05-18 00:32:00,32.7,94.2,0.85,444.07,0.51,0.02,9.65,142.0,0.0,29.0,3080.34,377.4595,0.0102,522.4346794886123,0.039215609381158076,6.0982315731661485,0.6151856390902334,0.412109650826833,0.019802627296179712,1069.2900000000002,8873.640000000001,0,32,442.72200000000004,0.8640000000000001,0,1,0,358.98467933882637,45.763999999999996,347.7464788732394,-8.860000000000014,0.0
2025-05-18 00:33:00,32.7,94.2,0.84,427.52,0.49,0.02,9.72,147.0,0.0,27.0,3080.34,359.11679999999996,0.0098,508.9517750574106,0.04081624323215667,6.060337411394357,0.6097655716208943,0.3987761199573678,0.019802627296179712,1069.2900000000002,8873.640000000001,0,33,444.37399999999997,0.866,0,1,0,358.71018942873644,47.031,348.9795918367347,-16.55000000000001,5.0
2025-05-18 00:34:00,32.7,94.2,0.79,394.96,0.46,0.02,9.84,141.0,0.0,18.0,3080.34,312.0184,0.0092,499.9487342421085,0.04347816635181228,5.981313196051606,0.5822156198526637,0.3784364357202451,0.019802627296179712,1069.2900000000002,8873.640000000001,0,34,435.65600000000006,0.8560000000000001,0,1,0,366.3195326487519,44.211,352.3404255319149,-32.56,-6.0
2025-05-18 00:36:00,32.7,94.3,0.84,415.64,0.48,0.02,9.69,144.0,0.0,28.0,3083.61,349.13759999999996,0.0096,494.8089347512681,0.041666579861291964,6.032222539580149,0.6097655716208943,0.3920420877760237,0.019802627296179712,1069.2900000000002,8892.49,0,36,427.024,0.844,0,1,0,358.9916433567779,46.248,348.3333333333333,20.680000000000007,3.0
2025-05-18 00:37:00,32.7,94.3,0.86,419.78,0.48,0.02,9.61,137.0,0.0,21.0,3083.61,361.01079999999996,0.0096,488.1157114933587,0.041666579861291964,6.042110131776874,0.6205764877251099,0.3920420877760237,0.019802627296179712,1069.2900000000002,8892.49,0,37,420.39399999999995,0.836,0,1,0,365.65694304908254,43.357,350.8029197080292,4.139999999999986,-7.0
2025-05-18 00:38:00,32.7,94.4,0.85,420.54,0.48,0.02,9.73,140.0,0.0,25.0,3086.8800000000006,357.459,0.0096,494.75235911487164,0.041666579861291964,6.043914672108901,0.6151856390902334,0.3920420877760237,0.019802627296179712,1069.2900000000002,8911.36,0,38,415.68799999999993,0.836,0,1,0,362.14637924463636,44.71,349.2857142857143,0.7600000000000477,3.0
2025-05-18 00:39:00,32.7,94.4,0.88,438.72,0.49,0.02,9.89,140.0,0.0,29.0,3086.8800000000006,386.0736,0.0098,498.5448880171727,0.04081624323215667,6.0861381607106635,0.6312717768418579,0.3987761199573678,0.019802627296179712,1069.2900000000002,8911.36,0,39,417.928,0.844,0,1,0,359.6192430891317,45.166,347.57142857142856,18.180000000000007,0.0
2025-05-18 00:49:00,32.7,94.8,0.8,391.41,0.43,0.02,9.9,136.0,0.0,22.0,3099.96,313.12800000000004,0.0086,489.26188842263946,0.04651151974065177,5.972307211566288,0.5877866649021191,0.35767444427181594,0.019802627296179712,1069.2900000000002,8987.039999999999,0,49,417.218,0.8460000000000001,0,1,0,365.3423052426313,43.172000000000004,350.29411764705884,-47.31,-4.0
2025-05-18 00:50:00,32.7,94.8,0.83,405.06,0.44,0.02,9.87,139.0,0.0,32.0,3099.96,336.1998,0.0088,488.0235084054116,0.04545444214899512,6.006500931934095,0.6043159668533294,0.3646431135879093,0.019802627296179712,1069.2900000000002,8987.039999999999,0,50,415.10200000000003,0.8440000000000001,0,1,0,358.06424004639166,45.209,346.1870503597122,13.649999999999977,3.0
2025-05-18 00:52:00,32.7,94.8,0.83,391.04,0.43,0.02,10.4,160.0,12.0,60.0,3099.96,324.5632,0.0086,471.1319624916115,0.04651151974065177,5.9713638754009795,0.6043159668533294,0.35767444427181594,0.019802627296179712,1069.2900000000002,8987.039999999999,0,52,409.354,0.8379999999999999,0,1,0,325.7284144805301,61.72399999999999,340.5405405405405,-14.019999999999982,21.0
2025-05-18 00:53:00,32.7,94.9,0.82,390.86,0.42,0.02,9.76,137.0,0.0,33.0,3103.2300000000005,320.5052,0.0084,476.6579552951765,0.047618934240632765,5.970904633142621,0.598836501088704,0.3506568716131694,0.019802627296179712,1069.2900000000002,9006.01,0,53,403.418,0.8320000000000001,0,1,0,358.09635574800257,44.725,345.54744525547443,-0.18000000000000682,-23.0
2025-05-18 00:55:00,32.7,94.9,0.8,381.87,0.4,0.02,9.89,130.0,0.0,23.0,3103.2300000000005,305.49600000000004,0.008,477.3369033288708,0.0499998750003125,5.947695505975275,0.5877866649021191,0.33647223662121295,0.019802627296179712,1069.2900000000002,9006.01,0,55,392.048,0.8160000000000001,0,1,0,366.7069674822119,41.492,349.38461538461536,-8.990000000000009,-7.0
2025-05-18 00:56:00,32.7,94.9,0.83,409.31,0.42,0.02,9.8,140.0,0.0,30.0,3103.2300000000005,339.7273,0.0084,493.1439841638745,0.047618934240632765,6.0169129715615695,0.6043159668533294,0.3506568716131694,0.019802627296179712,1069.2900000000002,9006.01,0,56,395.628,0.8220000000000001,0,1,0,358.9916433567779,45.28,347.14285714285717,27.439999999999998,10.0
2025-05-18 00:57:00,32.7,95.0,0.85,421.77,0.42,0.02,9.86,148.0,0.0,42.0,3106.5000000000005,358.50449999999995,0.0084,496.1994162359809,0.047618934240632765,6.0468282959440876,0.6151856390902334,0.3506568716131694,0.019802627296179712,1069.2900000000002,9025.0,0,57,398.96999999999997,0.826,0,1,0,349.06016673347307,49.03999999999999,342.97297297297297,12.45999999999998,8.0
2025-05-18 00:58:00,32.7,95.0,0.82,393.93,0.41,0.02,9.88,139.0,0.0,31.0,3106.5000000000005,323.0226,0.008199999999999999,480.40185316847175,0.04878036882836872,5.978708534006781,0.598836501088704,0.3435897043900769,0.019802627296179712,1069.2900000000002,9025.0,0,58,399.548,0.8240000000000001,0,1,0,358.687886608957,45.095,346.61870503597123,-27.839999999999975,-9.0
2025-05-18 00:59:00,32.7,95.1,0.84,401.37,0.41,0.02,9.76,132.0,0.0,28.0,3109.77,337.1508,0.008199999999999999,477.82085973707177,0.04878036882836872,5.997372063322444,0.6097655716208943,0.3435897043900769,0.019802627296179712,1069.2900000000002,9044.009999999998,0,59,401.65,0.828,0,1,0,362.8815233654092,42.66,347.27272727272725,7.439999999999998,-7.0
2025-05-18 01:00:00,32.7,95.1,0.84,380.57,0.4,0.02,9.76,129.0,0.0,23.0,3109.77,319.67879999999997,0.008,453.0589844535899,0.0499998750003125,5.944294320131503,0.6097655716208943,0.33647223662121295,0.019802627296179712,1069.2900000000002,9044.009999999998,1,0,401.39,0.836,0,1,0,367.0490430446591,41.193,349.30232558139534,-20.80000000000001,-3.0
2025-05-18 01:01:00,32.7,95.1,0.89,400.99,0.41,0.02,9.66,131.0,0.0,17.0,3109.77,356.8811,0.008199999999999999,450.5500555617353,0.04878036882836872,5.996427212687727,0.636576829071551,0.3435897043900769,0.019802627296179712,1069.2900000000002,9044.009999999998,1,1,399.726,0.8480000000000001,0,1,0,370.19589408852175,41.107,352.21374045801525,20.420000000000016,2.0
2025-05-18 01:02:00,32.7,95.1,0.93,405.11,0.42,0.02,9.96,144.0,0.0,49.0,3109.77,376.75230000000005,0.0084,435.60168214872886,0.047618934240632765,6.006624058865804,0.6575200029167941,0.3506568716131694,0.019802627296179712,1069.2900000000002,9044.009999999998,1,2,396.39400000000006,0.8640000000000001,0,1,0,346.0953625808933,48.641999999999996,339.5833333333333,4.1200000000000045,13.0
2025-05-18 01:03:00,32.7,95.0,0.88,399.8,0.41,0.02,9.84,133.0,0.0,27.0,3106.5000000000005,351.824,0.008199999999999999,454.3176655481073,0.04878036882836872,5.993462549770655,0.6312717768418579,0.3435897043900769,0.019802627296179712,1069.2900000000002,9025.0,1,3,397.56800000000004,0.876,0,1,0,363.1707587347858,42.845,347.81954887218046,-5.310000000000002,-11.0
2025-05-18 01:09:00,32.7,95.3,0.84,333.54,0.37,0.02,10.32,146.0,0.0,47.0,3116.3100000000004,280.1736,0.0074,397.07095586790973,0.05405390796241092,5.812756453883862,0.6097655716208943,0.31481073984003355,0.019802627296179712,1069.2900000000002,9082.09,1,9,384.002,0.876,0,1,0,346.6554485364394,49.012,340.6849315068493,-66.25999999999999,13.0
2025-05-18 01:30:00,32.6,95.9,1.04,418.28,0.44,0.03,9.63,132.0,0.0,24.0,3126.34,435.0112,0.0132,402.19192096930675,0.06818166322349267,6.0385389544939105,0.712949807856125,0.3646431135879093,0.0295588022415444,1062.76,9196.810000000001,1,30,391.544,0.916,0,1,0,365.3970443230213,42.20399999999999,349.09090909090907,84.73999999999995,-14.0
2025-05-18 01:31:00,32.6,95.9,1.06,460.83,0.45,0.03,9.52,141.0,0.0,48.0,3126.34,488.4798,0.0135,434.7448728821954,0.06666651851884774,6.135196857997905,0.7227059828014898,0.37156355643248307,0.0295588022415444,1062.76,9196.810000000001,1,31,403.512,0.95,0,1,0,347.6636305396353,47.631,339.5744680851064,42.55000000000001,9.0
2025-05-18 01:32:00,32.6,95.9,1.08,482.64,0.46,0.03,9.3,148.0,0.0,47.0,3126.34,521.2512,0.0138,446.8884751032638,0.06521724952771842,6.181340828306046,0.7323678937132266,0.3784364357202451,0.0295588022415444,1062.76,9196.810000000001,1,32,419.0179999999999,0.9800000000000001,0,1,0,346.0317904470628,49.61,340.94594594594594,21.810000000000002,7.0
